,year,state,month,number
1063,2004,Bahia,Junho,289
1064,2005,Bahia,Junho,211
1065,2006,Bahia,Junho,68
1066,2007,Bahia,Junho,270
1067,2008,Bahia,Junho,72
1068,2009,Bahia,Junho,92
1069,2010,Bahia,Junho,192
1070,2011,Bahia,Junho,345
1071,2012,Bahia,Junho,385
1072,2013,Bahia,Junho,208
1073,2014,Bahia,Junho,243
1074,2015,Bahia,Junho,242
1075,2016,Bahia,Junho,416
1076,2017,Bahia,Junho,329
1077,1998,Bahia,Julho,219
1078,1999,Bahia,Julho,107
1079,2000,Bahia,Julho,202
1080,2001,Bahia,Julho,248
1081,2002,Bahia,Julho,549
1082,2003,Bahia,Julho,261
1083,2004,Bahia,Julho,310
1084,2005,Bahia,Julho,269
1085,2006,Bahia,Julho,229
1086,2007,Bahia,Julho,811
1087,2008,Bahia,Julho,271
1088,2009,Bahia,Julho,321
1089,2010,Bahia,Julho,519
1090,2011,Bahia,Julho,578
1091,2012,Bahia,Julho,906
1092,2013,Bahia,Julho,362
1093,2014,Bahia,Julho,249
1094,2015,Bahia,Julho,306
1095,2016,Bahia,Julho,345
1096,2017,Bahia,Julho,300
1097,1998,Bahia,Agosto,815
1098,1999,Bahia,Agosto,453
1099,2000,Bahia,Agosto,633
1100,2001,Bahia,Agosto,979
1101,2002,Bahia,Agosto,1.827
1102,2003,Bahia,Agosto,1.039
1103,2004,Bahia,Agosto,1.43
1104,2005,Bahia,Agosto,948
1105,2006,Bahia,Agosto,995
1106,2007,Bahia,Agosto,3.734
1107,2008,Bahia,Agosto,611
1108,2009,Bahia,Agosto,439
1109,2010,Bahia,Agosto,2.423
1110,2011,Bahia,Agosto,1.795
1111,2012,Bahia,Agosto,1.835
1112,2013,Bahia,Agosto,610
1113,2014,Bahia,Agosto,674
1114,2015,Bahia,Agosto,829
1115,2016,Bahia,Agosto,724
1116,2017,Bahia,Agosto,1.018
1117,1998,Bahia,Setembro,2.718
1118,1999,Bahia,Setembro,1.275
1119,2000,Bahia,Setembro,2.285
1120,2001,Bahia,Setembro,3.964
1121,2002,Bahia,Setembro,6.439
1122,2003,Bahia,Setembro,8.847
1123,2004,Bahia,Setembro,6.433
1124,2005,Bahia,Setembro,4.066
1125,2006,Bahia,Setembro,3.006
1126,2007,Bahia,Setembro,7.438
1127,2008,Bahia,Setembro,4.837
1128,2009,Bahia,Setembro,3.61
1129,2010,Bahia,Setembro,5.323
1130,2011,Bahia,Setembro,7.086
1131,2012,Bahia,Setembro,7.495
1132,2013,Bahia,Setembro,2.681
1133,2014,Bahia,Setembro,2.604
1134,2015,Bahia,Setembro,7.956
1135,2016,Bahia,Setembro,1.819
1136,2017,Bahia,Setembro,1.791
1137,1998,Bahia,Outubro,1.969
1138,1999,Bahia,Outubro,1.307
1139,2000,Bahia,Outubro,3.35
1140,2001,Bahia,Outubro,1.687
1141,2002,Bahia,Outubro,5.414
1142,2003,Bahia,Outubro,4.264
1143,2004,Bahia,Outubro,4.81
1144,2005,Bahia,Outubro,8.405
1145,2006,Bahia,Outubro,2.079
1146,2007,Bahia,Outubro,4.981
1147,2008,Bahia,Outubro,7.691
1148,2009,Bahia,Outubro,2.552
1149,2010,Bahia,Outubro,5.264
1150,2011,Bahia,Outubro,2.166
1151,2012,Bahia,Outubro,4.607
1152,2013,Bahia,Outubro,1.969
1153,2014,Bahia,Outubro,2.763
1154,2015,Bahia,Outubro,4.989
1155,2016,Bahia,Outubro,1.415
1156,2017,Bahia,Outubro,4.005
1157,1998,Bahia,Novembro,49
1158,1999,Bahia,Novembro,49
1159,2000,Bahia,Novembro,114
1160,2001,Bahia,Novembro,699
1161,2002,Bahia,Novembro,1.02
1162,2003,Bahia,Novembro,533
1163,2004,Bahia,Novembro,1.736
1164,2005,Bahia,Novembro,1.595
1165,2006,Bahia,Novembro,239
1166,2007,Bahia,Novembro,2.126
1167,2008,Bahia,Novembro,3.175
1168,2009,Bahia,Novembro,402
1169,2010,Bahia,Novembro,605
1170,2011,Bahia,Novembro,176
1171,2012,Bahia,Novembro,168
1172,2013,Bahia,Novembro,288
1173,2014,Bahia,Novembro,348
1174,2015,Bahia,Novembro,1.705
1175,2016,Bahia,Novembro,408
1176,2017,Bahia,Novembro,174
1177,1998,Bahia,Dezembro,82
1178,1999,Bahia,Dezembro,37
1179,2000,Bahia,Dezembro,24
1180,2001,Bahia,Dezembro,158
1181,2002,Bahia,Dezembro,848
1182,2003,Bahia,Dezembro,710
1183,2004,Bahia,Dezembro,423
1184,2005,Bahia,Dezembro,116
1185,2006,Bahia,Dezembro,169
1186,2007,Bahia,Dezembro,259
1187,2008,Bahia,Dezembro,52
1188,2009,Bahia,Dezembro,308
1189,2010,Bahia,Dezembro,226
1190,2011,Bahia,Dezembro,230
1191,2012,Bahia,Dezembro,477
1192,2013,Bahia,Dezembro,131
1193,2014,Bahia,Dezembro,144
1194,2015,Bahia,Dezembro,1.408
1195,2016,Bahia,Dezembro,164
1196,1998,Ceará,Janeiro,0
1197,1999,Ceará,Janeiro,47
1198,2000,Ceará,Janeiro,1
1199,2001,Ceará,Janeiro,11
1200,2002,Ceará,Janeiro,33
1201,2003,Ceará,Janeiro,264
1202,2004,Ceará,Janeiro,143
1203,2005,Ceará,Janeiro,384
1204,2006,Ceará,Janeiro,211
1205,2007,Ceará,Janeiro,304
1206,2008,Ceará,Janeiro,166
1207,2009,Ceará,Janeiro,347
1208,2010,Ceará,Janeiro,288
1209,2011,Ceará,Janeiro,32
1210,2012,Ceará,Janeiro,273
1211,2013,Ceará,Janeiro,103
1212,2014,Ceará,Janeiro,115
1213,2015,Ceará,Janeiro,207
1214,2016,Ceará,Janeiro,100
1215,2017,Ceará,Janeiro,91
1216,1998,Ceará,Fevereiro,0
1217,1999,Ceará,Fevereiro,16
1218,2000,Ceará,Fevereiro,6
1219,2001,Ceará,Fevereiro,0
1220,2002,Ceará,Fevereiro,75
1221,2003,Ceará,Fevereiro,9
1222,2004,Ceará,Fevereiro,5
1223,2005,Ceará,Fevereiro,25
1224,2006,Ceará,Fevereiro,23
1225,2007,Ceará,Fevereiro,3
1226,2008,Ceará,Fevereiro,12
1227,2009,Ceará,Fevereiro,8
1228,2010,Ceará,Fevereiro,63
1229,2011,Ceará,Fevereiro,2
1230,2012,Ceará,Fevereiro,41
1231,2013,Ceará,Fevereiro,49
1232,2014,Ceará,Fevereiro,18
1233,2015,Ceará,Fevereiro,25
1234,2016,Ceará,Fevereiro,13
1235,2017,Ceará,Fevereiro,9
1236,1998,Ceará,Março,0
1237,1999,Ceará,Março,30
1238,2000,Ceará,Março,9
1239,2001,Ceará,Março,0
1240,2002,Ceará,Março,17
1241,2003,Ceará,Março,3
1242,2004,Ceará,Março,1
1243,2005,Ceará,Março,5
1244,2006,Ceará,Março,3
1245,2007,Ceará,Março,2
1246,2008,Ceará,Março,2
1247,2009,Ceará,Março,3
1248,2010,Ceará,Março,40
1249,2011,Ceará,Março,6
1250,2012,Ceará,Março,10
1251,2013,Ceará,Março,17
1252,2014,Ceará,Março,6
1253,2015,Ceará,Março,20
1254,2016,Ceará,Março,4
1255,2017,Ceará,Março,4
1256,1998,Ceará,Abril,0
1257,1999,Ceará,Abril,6
1258,2000,Ceará,Abril,15
1259,2001,Ceará,Abril,2
1260,2002,Ceará,Abril,5
1261,2003,Ceará,Abril,3
1262,2004,Ceará,Abril,2
1263,2005,Ceará,Abril,4
1264,2006,Ceará,Abril,1
1265,2007,Ceará,Abril,1
1266,2008,Ceará,Abril,0
1267,2009,Ceará,Abril,0
1268,2010,Ceará,Abril,7
1269,2011,Ceará,Abril,1
1270,2012,Ceará,Abril,2
1271,2013,Ceará,Abril,4
1272,2014,Ceará,Abril,4
1273,2015,Ceará,Abril,3
1274,2016,Ceará,Abril,10
1275,2017,Ceará,Abril,6
1276,1998,Ceará,Maio,0
1277,1999,Ceará,Maio,5
1278,2000,Ceará,Maio,7
1279,2001,Ceará,Maio,81
1280,2002,Ceará,Maio,10
1281,2003,Ceará,Maio,0
1282,2004,Ceará,Maio,3
1283,2005,Ceará,Maio,1
1284,2006,Ceará,Maio,0
1285,2007,Ceará,Maio,0
1286,2008,Ceará,Maio,0
1287,2009,Ceará,Maio,0
1288,2010,Ceará,Maio,2
1289,2011,Ceará,Maio,0
1290,2012,Ceará,Maio,19
1291,2013,Ceará,Maio,4
1292,2014,Ceará,Maio,4
1293,2015,Ceará,Maio,17
1294,2016,Ceará,Maio,8
1295,2017,Ceará,Maio,9
1296,1998,Ceará,Junho,1
1297,1999,Ceará,Junho,16
1298,2000,Ceará,Junho,16
1299,2001,Ceará,Junho,38
1300,2002,Ceará,Junho,13
1301,2003,Ceará,Junho,2
1302,2004,Ceará,Junho,1
1303,2005,Ceará,Junho,6
1304,2006,Ceará,Junho,0
1305,2007,Ceará,Junho,1
1306,2008,Ceará,Junho,1
1307,2009,Ceará,Junho,0
1308,2010,Ceará,Junho,3
1309,2011,Ceará,Junho,5
1310,2012,Ceará,Junho,28
1311,2013,Ceará,Junho,5
1312,2014,Ceará,Junho,19
1313,2015,Ceará,Junho,22
1314,2016,Ceará,Junho,45
1315,2017,Ceará,Junho,23
1316,1998,Ceará,Julho,76
1317,1999,Ceará,Julho,83
1318,2000,Ceará,Julho,18
1319,2001,Ceará,Julho,146
1320,2002,Ceará,Julho,12
1321,2003,Ceará,Julho,14
1322,2004,Ceará,Julho,16
1323,2005,Ceará,Julho,14
1324,2006,Ceará,Julho,1
1325,2007,Ceará,Julho,11
1326,2008,Ceará,Julho,3
1327,2009,Ceará,Julho,7
1328,2010,Ceará,Julho,44
1329,2011,Ceará,Julho,18
1330,2012,Ceará,Julho,50
1331,2013,Ceará,Julho,4
1332,2014,Ceará,Julho,47
1333,2015,Ceará,Julho,25
1334,2016,Ceará,Julho,124
1335,2017,Ceará,Julho,26
1336,1998,Ceará,Agosto,93
1337,1999,Ceará,Agosto,131
1338,2000,Ceará,Agosto,79
1339,2001,Ceará,Agosto,219
1340,2002,Ceará,Agosto,111
1341,2003,Ceará,Agosto,109
1342,2004,Ceará,Agosto,61
1343,2005,Ceará,Agosto,51
1344,2006,Ceará,Agosto,50
1345,2007,Ceará,Agosto,182
1346,2008,Ceará,Agosto,32
1347,2009,Ceará,Agosto,26
1348,2010,Ceará,Agosto,202
1349,2011,Ceará,Agosto,53
1350,2012,Ceará,Agosto,278
1351,2013,Ceará,Agosto,32
1352,2014,Ceará,Agosto,155
1353,2015,Ceará,Agosto,127
1354,2016,Ceará,Agosto,293
1355,2017,Ceará,Agosto,121
1356,1998,Ceará,Setembro,590
1357,1999,Ceará,Setembro,124
1358,2000,Ceará,Setembro,127
1359,2001,Ceará,Setembro,801
1360,2002,Ceará,Setembro,172
1361,2003,Ceará,Setembro,384
1362,2004,Ceará,Setembro,144
1363,2005,Ceará,Setembro,185
1364,2006,Ceará,Setembro,237
1365,2007,Ceará,Setembro,241
1366,2008,Ceará,Setembro,177
1367,2009,Ceará,Setembro,101
1368,2010,Ceará,Setembro,357
1369,2011,Ceará,Setembro,239
1370,2012,Ceará,Setembro,609
1371,2013,Ceará,Setembro,177
1372,2014,Ceará,Setembro,155
1373,2015,Ceará,Setembro,214
1374,2016,Ceará,Setembro,370
1375,2017,Ceará,Setembro,505
1376,1998,Ceará,Outubro,1.014
1377,1999,Ceará,Outubro,309
1378,2000,Ceará,Outubro,875
1379,2001,Ceará,Outubro,2.045
1380,2002,Ceará,Outubro,1.606
1381,2003,Ceará,Outubro,1.761
1382,2004,Ceará,Outubro,1.217
1383,2005,Ceará,Outubro,1.378
1384,2006,Ceará,Outubro,581
1385,2007,Ceará,Outubro,964
1386,2008,Ceará,Outubro,816
1387,2009,Ceará,Outubro,435
1388,2010,Ceará,Outubro,502
1389,2011,Ceará,Outubro,415
1390,2012,Ceará,Outubro,1.104
1391,2013,Ceará,Outubro,466
1392,2014,Ceará,Outubro,517
1393,2015,Ceará,Outubro,658
1394,2016,Ceará,Outubro,1.31
1395,2017,Ceará,Outubro,949
1396,1998,Ceará,Novembro,575
1397,1999,Ceará,Novembro,524
1398,2000,Ceará,Novembro,669
1399,2001,Ceará,Novembro,2.456
1400,2002,Ceará,Novembro,2.715
1401,2003,Ceará,Novembro,3.327
1402,2004,Ceará,Novembro,2.9
1403,2005,Ceará,Novembro,2.483
1404,2006,Ceará,Novembro,1.012
1405,2007,Ceará,Novembro,1.443
1406,2008,Ceará,Novembro,1.753
1407,2009,Ceará,Novembro,1.653
1408,2010,Ceará,Novembro,1.652
1409,2011,Ceará,Novembro,1.561
1410,2012,Ceará,Novembro,995
1411,2013,Ceará,Novembro,1.081
1412,2014,Ceará,Novembro,829
1413,2015,Ceará,Novembro,1.081
1414,2016,Ceará,Novembro,1.328
1415,2017,Ceará,Novembro,812
1416,1998,Ceará,Dezembro,276
1417,1999,Ceará,Dezembro,397
1418,2000,Ceará,Dezembro,389
1419,2001,Ceará,Dezembro,545
1420,2002,Ceará,Dezembro,1.787
1421,2003,Ceará,Dezembro,2.436
1422,2004,Ceará,Dezembro,3.158
1423,2005,Ceará,Dezembro,1.36
1424,2006,Ceará,Dezembro,1.161
1425,2007,Ceará,Dezembro,1.177
1426,2008,Ceará,Dezembro,1.655
1427,2009,Ceará,Dezembro,1.987
1428,2010,Ceará,Dezembro,578
1429,2011,Ceará,Dezembro,1.441
1430,2012,Ceará,Dezembro,631
1431,2013,Ceará,Dezembro,956
1432,2014,Ceará,Dezembro,643
1433,2015,Ceará,Dezembro,1.021
1434,2016,Ceará,Dezembro,819
1435,1998,Distrito Federal,Janeiro,0
1436,1999,Distrito Federal,Janeiro,0
1437,2000,Distrito Federal,Janeiro,0
1438,2001,Distrito Federal,Janeiro,0
1439,2002,Distrito Federal,Janeiro,0
1440,2003,Distrito Federal,Janeiro,0
1441,2004,Distrito Federal,Janeiro,0
1442,2005,Distrito Federal,Janeiro,0
1443,2006,Distrito Federal,Janeiro,0
1444,2007,Distrito Federal,Janeiro,0
1445,2008,Distrito Federal,Janeiro,0
1446,2009,Distrito Federal,Janeiro,1
1447,2010,Distrito Federal,Janeiro,2
1448,2011,Distrito Federal,Janeiro,2
1449,2012,Distrito Federal,Janeiro,0
1450,2013,Distrito Federal,Janeiro,0
1451,2014,Distrito Federal,Janeiro,0
1452,2015,Distrito Federal,Janeiro,1
1453,2016,Distrito Federal,Janeiro,1
1454,2017,Distrito Federal,Janeiro,1
1455,1998,Distrito Federal,Fevereiro,0
1456,1999,Distrito Federal,Fevereiro,2
1457,2000,Distrito Federal,Fevereiro,0
1458,2001,Distrito Federal,Fevereiro,1
1459,2002,Distrito Federal,Fevereiro,0
1460,2003,Distrito Federal,Fevereiro,1
1461,2004,Distrito Federal,Fevereiro,0
1462,2005,Distrito Federal,Fevereiro,0
1463,2006,Distrito Federal,Fevereiro,0
1464,2007,Distrito Federal,Fevereiro,0
1465,2008,Distrito Federal,Fevereiro,0
1466,2009,Distrito Federal,Fevereiro,0
1467,2010,Distrito Federal,Fevereiro,4
1468,2011,Distrito Federal,Fevereiro,1
1469,2012,Distrito Federal,Fevereiro,0
1470,2013,Distrito Federal,Fevereiro,1
1471,2014,Distrito Federal,Fevereiro,1
1472,2015,Distrito Federal,Fevereiro,0
1473,2016,Distrito Federal,Fevereiro,2
1474,2017,Distrito Federal,Fevereiro,0
1475,1998,Distrito Federal,Março,0
1476,1999,Distrito Federal,Março,0
1477,2000,Distrito Federal,Março,0
1478,2001,Distrito Federal,Março,0
1479,2002,Distrito Federal,Março,0
1480,2003,Distrito Federal,Março,0
1481,2004,Distrito Federal,Março,0
1482,2005,Distrito Federal,Março,0
1483,2006,Distrito Federal,Março,0
1484,2007,Distrito Federal,Março,1
1485,2008,Distrito Federal,Março,2
1486,2009,Distrito Federal,Março,0
1487,2010,Distrito Federal,Março,0
1488,2011,Distrito Federal,Março,0
1489,2012,Distrito Federal,Março,0
1490,2013,Distrito Federal,Março,1
1491,2014,Distrito Federal,Março,1
1492,2015,Distrito Federal,Março,0
1493,2016,Distrito Federal,Março,1
1494,2017,Distrito Federal,Março,0
1495,1998,Distrito Federal,Abril,0
1496,1999,Distrito Federal,Abril,0
1497,2000,Distrito Federal,Abril,0
1498,2001,Distrito Federal,Abril,0
1499,2002,Distrito Federal,Abril,1
1500,2003,Distrito Federal,Abril,0
1501,2004,Distrito Federal,Abril,1
1502,2005,Distrito Federal,Abril,0
1503,2006,Distrito Federal,Abril,0
1504,2007,Distrito Federal,Abril,0
1505,2008,Distrito Federal,Abril,1
1506,2009,Distrito Federal,Abril,0
1507,2010,Distrito Federal,Abril,8
1508,2011,Distrito Federal,Abril,1
1509,2012,Distrito Federal,Abril,4
1510,2013,Distrito Federal,Abril,1
1511,2014,Distrito Federal,Abril,2
1512,2015,Distrito Federal,Abril,0
1513,2016,Distrito Federal,Abril,5
1514,2017,Distrito Federal,Abril,1
1515,1998,Distrito Federal,Maio,0
1516,1999,Distrito Federal,Maio,0
1517,2000,Distrito Federal,Maio,2
1518,2001,Distrito Federal,Maio,0
1519,2002,Distrito Federal,Maio,1
1520,2003,Distrito Federal,Maio,0
1521,2004,Distrito Federal,Maio,9
1522,2005,Distrito Federal,Maio,2
1523,2006,Distrito Federal,Maio,3
1524,2007,Distrito Federal,Maio,4
1525,2008,Distrito Federal,Maio,6
1526,2009,Distrito Federal,Maio,9
1527,2010,Distrito Federal,Maio,23
1528,2011,Distrito Federal,Maio,3
1529,2012,Distrito Federal,Maio,0
1530,2013,Distrito Federal,Maio,2
1531,2014,Distrito Federal,Maio,9
1532,2015,Distrito Federal,Maio,2
1533,2016,Distrito Federal,Maio,15
1534,2017,Distrito Federal,Maio,6
1535,1998,Distrito Federal,Junho,2
1536,1999,Distrito Federal,Junho,3
1537,2000,Distrito Federal,Junho,1
1538,2001,Distrito Federal,Junho,3
1539,2002,Distrito Federal,Junho,7
1540,2003,Distrito Federal,Junho,11
1541,2004,Distrito Federal,Junho,6
1542,2005,Distrito Federal,Junho,3
1543,2006,Distrito Federal,Junho,2
1544,2007,Distrito Federal,Junho,21
1545,2008,Distrito Federal,Junho,0
1546,2009,Distrito Federal,Junho,4
1547,2010,Distrito Federal,Junho,21
1548,2011,Distrito Federal,Junho,18
1549,2012,Distrito Federal,Junho,6
1550,2013,Distrito Federal,Junho,4
1551,2014,Distrito Federal,Junho,6
1552,2015,Distrito Federal,Junho,1
1553,2016,Distrito Federal,Junho,42
1554,2017,Distrito Federal,Junho,23
1555,1998,Distrito Federal,Julho,17
1556,1999,Distrito Federal,Julho,4
1557,2000,Distrito Federal,Julho,15
1558,2001,Distrito Federal,Julho,22
1559,2002,Distrito Federal,Julho,33
1560,2003,Distrito Federal,Julho,19
1561,2004,Distrito Federal,Julho,37
1562,2005,Distrito Federal,Julho,24
1563,2006,Distrito Federal,Julho,10
1564,2007,Distrito Federal,Julho,25
1565,2008,Distrito Federal,Julho,12
1566,2009,Distrito Federal,Julho,33
1567,2010,Distrito Federal,Julho,85
